key	value
573	Bran Van 3000
7275	Vanessa Williams
6718	David Sanborn
17788	José Feliciano
7549	OMC
1406	Hugh Masekela
3455	Brutal Truth
183680	Tapes 'n Tapes
1411	Rickie Lee Jones
50989	Maria Rita
3463	Unsane
30089	Chapterhouse
7063	Orgy
1752	Renaissance
217666	MyGrain
10477	Sonata Arctica
1425	Neil Finn
15762	Demis Roussos
69014	Caesars
7065	George Benson
297540	Engel
1434	Sandra
348399	Cavalera Conspiracy
109979	The Submarines
1438	Devil Doll
27454880	Lush
222448	The Pigeon Detectives
16625	TNT
3497	The Dillinger Escape Plan
8709	Estatic Fear
11693	Eternal Tears of Sorrow
32177	sToa
1458	Lacrimosa
9651	Planet Funk
7604	The Four Tops
282041	Spinnerette
363963	Nosaj Thing
11709	The Calling
38334	A Tribe Called Quest
13254080	Fail Emotions
15809	Pig Destroyer
30147	Vive La Fête
531908	Lung
24751557	Akira Yamaoka
11222470	Anna von Hausswolff
1479	Moonspell
651	Frankie Goes to Hollywood
1490	Joan Armatrading
15830	Taking Back Sunday
7639	Utah Saints
175577	Pendulum
21071	Esther Phillips
181724	Ne-Yo
7646	Tristania
507472	Jerrod Niemann
11746	Impaled Nazarene
13795	Betty Everett
7655	Joan Baez
15848	Ottawan
2983	Cannibal Corpse
1517	Luciano Pavarotti
122352	Blitzen Trapper
7669	Nuyorican Soul
62966	Brian Crain
1531	Patsy Cline
7676	Laura Pausini
321022	Ghost Brigade
9727	Gene Clark
19968	Callisto
6742	Culture Beat
6401	Salt-N-Pepa
81417	Hawthorne Heights
130306	The Hillbilly Moon Explosion
83472	Cascada
458260	Steel Panther
9750	Blutengel
50716	Nightrage
49903	Daylight Dies
58912	Grave
20001	Rockers Hi-Fi
422865	Nils Frahm
603	James Horner
64838	Elis
1574	Little Richard
5672	Young M.C.
400937	Solas
11818	Jennifer Rush
344327	Chinese Man
4701	Julie Doiron
546353	Dark Sky
85939	We Are Scientists
11835	Gotan Project
15397	Orphaned Land
224832	Celtic Woman
75329	:Of the Wand & the Moon:
2315	Odetta
218696	Helalyn Flowers
13580	Aswad
7754	Paul Westerberg
1614	Stellamara
26192	Webb Pierce
58961	Swallow the Sun
9810	Rui Da Silva
454228	Miike Snow
122	Sade
106070	Psapp
26553	Azure Ray
2490	Count Basie
213370	Gnarls Barkley
1630	Billie Holiday
1631	Sarah Vaughan
1633	John Cage
1009	Cranes
294502	Dan Balan
8465	Percy Sledge
464487	Oranssi Pazuzu
3692	Decoded Feedback
2322	Art Blakey
38510	Umbra Et Imago
3695	Diary of Dreams
431728	Fabrizio Paterlini
20048	Stan Kenton
346284	Hopes Die Last
30324	Diorama
14270	Ursula 1000
39905	October Tide
534136	Yuck
20090	James Holden
482939	Trolley Snatcha
7805	Skee-Lo
9855	Afroman
44992	Senses Fail
28291	Paul Kalkbrenner
466566	16
65159	Agoria
13963	16volt
24967635	Jack's Mannequin
118307	Fightstar
104086	Anna Ternheim
7832	Sofa Surfers
13942428	Hard-Fi
13981	Jacques Dutronc
7626	久石譲
7842	The Monkees
247460	War from a Harlots Mouth
39237	Illuminate
83625	Faun
13906373	Tomaso Giovanni Albinoni
13774507	Iceage
3757	Imperative Reaction
13999	Nancy Sinatra
7859	Vanilla Ice
9909	Diane Schuur
11958	Donald Byrd
4217	Yellowman
3770	Love Is Colder Than Death
34493	Norther
553589	Motorama
1312	Samantha Fox
7876	Rose Royce
630	South Park
15197	Finch
13602	Buckethead
14032	Sara Groves
63096	Ben Harper
16082	Darkthrone
26323	Ajattara
220884	Artesia
1749	Dave Edmunds
7896	Atomic Kitten
406820	Kalafina
9949	Ian Brown
13807334	Weird Al Yankovic
28858087	Kelis
53613	From First to Last
7913	Louis Jordan
35794	Terror
7921	Alex Gopher
61179	Emery
18172	Samael
264	Third Eye Blind
96003	The Adicts
59140	Teitur
158337	Snap
78124	Tomcraft
7948	Minus 8
10001	Hypocrisy
7186	Us3
36628	The Exies
32533	Nickodemus
24343	Carla Bruni
12183320	The Barr Brothers
306969	Immanu El
7965	Patrick Swayze
20254	Nino Ferrer
14112	Karsh Kale
45360	Martina Topley-Bird
73509	Aesthetic Perfection
22314	Q and Not U
6791	Big Star
27954	梶浦由記
7017	Acoustic Alchemy
28464	Raunchy
59191	Eluvium
7994	Dinah Washington
5951	Carcass
149312	Ihsahn
32579	Link Wray
14149	Vibrasphere
29665	Mariza
8844	Gene Krupa
16202	Nerina Pallot
100172	Emilie Autumn
12109	Bobby Goldsboro
10062	The Seekers
10065	Buddy Knox
11378514	The Sheepdogs
245587	Ashbury Heights
10068	The Crickets
10069	Johnny Burnette
10073	Afterlife
50490	Saosin
14175	Brenda Lee
210785	The Fratellis
2518	Woody Herman
98153	Brian McFadden
36714	Funeral for a Friend
1901	Otis Rush
8050	川井憲次
3736	London After Midnight
3960	Bert Jansch
120699	Darin
73601	Natasha Bedingfield
231299	Dada Life
10902	Keith Urban
143240	A Day to Remember
8075	The Band
96143	Palast Orchester mit Max Raabe
17727	Silverstein
235885	New Young Pony Club
9271	Chris Clark
358298	Choir of Young Believers
12187	Bobby Helms
16284	Koop
8517	Madrugada
223136	Antsy Pants
123888	Krypteria
96165	Sybreed
34727	Broken Social Scene
10154	The Mavericks
10155	Étienne de Crécy
18077	Mari Boine
208819	Klaxons
24503	Bomfunk MC's
423864	N.A.S.A.
202740	Amatory
14267	Thunderball
84151	Disarmonia Mundi
18366	RJD2
14272	Boozoo Bajou
10571	Quincy Jones
10183	Wishbone Ash
8136	Touch and Go
456650	Make the Girl Dance
13303	菅野よう子
32078	Armor for Sleep
14295	Buck Owens
51160	Michael Mayer
5796	Mr. Scruff
63450	Belinda
151517	Niyaz
24786910	Queen Adreena
79840	Mum
3067	Grant Green
24426470	Puretone
8169	The Shirelles
14315	Collide
260079	Friendly Fires
14323	Lycia
55284	The Robins
159733	Gregory and the Hawk
18089	Third World
67577	Christina Stürmer
4090	Duffy
8189	Toby Keith
27960	Lordi
